Entry Point: 0x7FF600CD0000
GObjects: 0x7FF603091418
GNames: 0x7FF6030913D0

Processing Package: Core

ScriptStruct: Rotator                                          - Instance: 0x22D87144880
ScriptStruct: SettingEvent                                     - Instance: 0x22EE6266080
ScriptStruct: VanityQueryRequest                               - Instance: 0x22EE6265C00
ScriptStruct: ViralSeriesGroup                                 - Instance: 0x22EE6265600
ScriptStruct: Voter                                            - Instance: 0x22EE6265000
ScriptStruct: BTDynamicLinkData                                - Instance: 0x22EE6264880
ScriptStruct: AIProxyData                                      - Instance: 0x22EE6264700
ScriptStruct: AICachedGoalInfo                                 - Instance: 0x22EE6264580
ScriptStruct: CrowdExcitementSound                             - Instance: 0x22EE6264400
ScriptStruct: CrowdExcitementSounds                            - Instance: 0x22EE6264280
ScriptStruct: CrowdDefense                                     - Instance: 0x22EE6264100
ScriptStruct: CrowdScoreState                                  - Instance: 0x22EE625BE80
ScriptStruct: CrowdValueState                                  - Instance: 0x22EE625BD00
ScriptStruct: FreeplayCommandsMetricsData                      - Instance: 0x22EE625BB80
ScriptStruct: FreeplayCommandEvent                             - Instance: 0x22EE625BA00
ScriptStruct: TournamentEndData                                - Instance: 0x22EE625B880
ScriptStruct: FaceItReservationMatchInfo                       - Instance: 0x22EE625B700
ScriptStruct: TrainingRoundProgress                            - Instance: 0x22EE625AE00
ScriptStruct: ClientLoadoutDatas                               - Instance: 0x22EE6221C00
ScriptStruct: SkillTierData                                    - Instance: 0x22EE6205300
ScriptStruct: OverflowedProperties                             - Instance: 0x22EE61FA800
ScriptStruct: ActorOverflowEvent                               - Instance: 0x22EE61FA980
ScriptStruct: CachedAdImageData                                - Instance: 0x22EE61F9C00
ScriptStruct: BillboardData                                    - Instance: 0x22EE61F9A80
ScriptStruct: BillboardUpdateRequestData                       - Instance: 0x22EE61F9900
ScriptStruct: AdInfo                                           - Instance: 0x22EE61F9780
ScriptStruct: MapAds                                           - Instance: 0x22EE61F9000
ScriptStruct: TimedLock                                        - Instance: 0x22EE61EBD00
ScriptStruct: CachedProxyData                                  - Instance: 0x22EE61EB100
ScriptStruct: CachedTargetData                                 - Instance: 0x22EE61EAF80
ScriptStruct: SkillRange                                       - Instance: 0x22EE61EAE00
ScriptStruct: CachedObstaclePoly                               - Instance: 0x22EE61EAC80
ScriptStruct: CachedObstaclesData                              - Instance: 0x22EE61EAB00
ScriptStruct: CachedNavMeshLocation                            - Instance: 0x22EE61CB400
ScriptStruct: ExplosionPaintInfo                               - Instance: 0x22EE61C8580
ScriptStruct: ClientLoadoutOnlineDatas                         - Instance: 0x22EE61BBA00
ScriptStruct: SlapbackActorSetup                               - Instance: 0x22EE61BB280
ScriptStruct: ArenaStatSound                                   - Instance: 0x22EE61A5300
ScriptStruct: StatEventCollection                              - Instance: 0x22EE619F280
ScriptStruct: ProductSlotNewDrawScale                          - Instance: 0x22EE619E200
ScriptStruct: GoalCountAndAsset                                - Instance: 0x22EE619DD80
ScriptStruct: FXAttachmentSoundOverride                        - Instance: 0x22EE6193580
ScriptStruct: TeamEditionOverrides                             - Instance: 0x22EE6193400
ScriptStruct: PriorityCandidate                                - Instance: 0x22EE6188700
ScriptStruct: ScheduledTournament                              - Instance: 0x22EE6164B80
ScriptStruct: TournamentWeek                                   - Instance: 0x22EE6164A00
ScriptStruct: ScheduleRegion                                   - Instance: 0x22EE615CA00
ScriptStruct: WorldContactData                                 - Instance: 0x22EE615C100
ScriptStruct: NetworkSyncSettingsData                          - Instance: 0x22EE6147E80
ScriptStruct: TimeOfImpactData                                 - Instance: 0x22EE6147D00
ScriptStruct: PitchTekCarBodyContactData                       - Instance: 0x22EE613F880
ScriptStruct: PredictedPosition                                - Instance: 0x22EE613F280
ScriptStruct: ExplosionData                                    - Instance: 0x22EE613F100
ScriptStruct: ExplosionDataExtended                            - Instance: 0x22EE613EF80
ScriptStruct: GoalPenetrationData                              - Instance: 0x22EE613EE00
ScriptStruct: CarBallInteractionSettings                       - Instance: 0x22EE613EC80
ScriptStruct: BreakoutDamage                                   - Instance: 0x22EE611A080
ScriptStruct: TrajectorySetup                                  - Instance: 0x22EE60ED180
ScriptStruct: TrajectoryFX                                     - Instance: 0x22EE60E0700
ScriptStruct: MeshInfo                                         - Instance: 0x22EE60DBE80
ScriptStruct: TrajectorySplineFX                               - Instance: 0x22EE60DB100
ScriptStruct: BeamTraceProps                                   - Instance: 0x22EE60D8A00
ScriptStruct: AnimatedMaterialParam                            - Instance: 0x22EE60BFB80
ScriptStruct: AnimatedMaterialParamFloat                       - Instance: 0x22EE60BFA00
ScriptStruct: AnimatedMaterialParamVector                      - Instance: 0x22EE60BF880
ScriptStruct: BoostMeshOverride                                - Instance: 0x22EE60BF400
ScriptStruct: AnimatedMaterialParamColor                       - Instance: 0x22EE60BF580
ScriptStruct: AnimatedMaterialMesh                             - Instance: 0x22EE60BF700
ScriptStruct: BreakoutDamageState                              - Instance: 0x22EE60BD900
ScriptStruct: BTStatusLog                                      - Instance: 0x22EE607D000
ScriptStruct: ProfileSliderLimits                              - Instance: 0x22EE6072380
ScriptStruct: SwivelExtent                                     - Instance: 0x22EE6072200
ScriptStruct: InterpVector                                     - Instance: 0x22EE603D480
ScriptStruct: PlaneSelectData                                  - Instance: 0x22EE602EE00
ScriptStruct: AngleSelectData                                  - Instance: 0x22EE602EC80
ScriptStruct: TargetCacheEntry                                 - Instance: 0x22EE6016B00
ScriptStruct: GoalData                                         - Instance: 0x22EE6014400
ScriptStruct: CameraSettings                                   - Instance: 0x22EE5FF3580
ScriptStruct: StateParams                                      - Instance: 0x22EE5FAC880
ScriptStruct: CameraTrackRotationPoint                         - Instance: 0x22EE5FA3880
ScriptStruct: CarInteractionData                               - Instance: 0x22EE5FA1D80
ScriptStruct: InheritedObjects                                 - Instance: 0x22EE5F89D80
ScriptStruct: VehicleWheelSettings                             - Instance: 0x22EE5F88400
ScriptStruct: VehicleAxleSettings                              - Instance: 0x22EE5F88700
ScriptStruct: PaintMaterialGroup                               - Instance: 0x22EE5F6B580
ScriptStruct: CarStateData                                     - Instance: 0x22EE5F5AC80
ScriptStruct: EngineAudioNativeState                           - Instance: 0x22EE5F5AB00
ScriptStruct: EngineAudioNativeState_Clutched                  - Instance: 0x22EE5F5A980
ScriptStruct: EngineAudioNativeState_OnGround                  - Instance: 0x22EE5F5A800
ScriptStruct: EngineAudioNativeState_InAir                     - Instance: 0x22EE5F5A680
ScriptStruct: VehicleAxleData                                  - Instance: 0x22EE5F46500
ScriptStruct: ViralFXData                                      - Instance: 0x22EE5F43280
ScriptStruct: ImpulseData                                      - Instance: 0x22EE5F05000
ScriptStruct: ReplicatedLogoData                               - Instance: 0x22EE5ECA080
ScriptStruct: DebugColor                                       - Instance: 0x22EE5EC9C00
ScriptStruct: ReplicatedBoostData                              - Instance: 0x22EE5EB9600
ScriptStruct: PreviewAnimKeyframe                              - Instance: 0x22EE5E91900
ScriptStruct: PressedAxis                                      - Instance: 0x22EE5E2E080
ScriptStruct: CrowdNoiseModifierInstance                       - Instance: 0x22EE5DF5480
ScriptStruct: StatCrowdNoise                                   - Instance: 0x22EE5DF2680
ScriptStruct: BallHitCrowdNoise                                - Instance: 0x22EE5DF2200
ScriptStruct: CrowdDefenseSettings                             - Instance: 0x22EE5DF0E80
ScriptStruct: CrumbRedefinedInfo                               - Instance: 0x22EE5DAF580
ScriptStruct: CurrencyProduct                                  - Instance: 0x22EE5DACB80
ScriptStruct: DebugHelpItem                                    - Instance: 0x22EE5D95A80
ScriptStruct: DebugCategory                                    - Instance: 0x22EE5D95C00
ScriptStruct: EngagementEventData                              - Instance: 0x22EE5D75F00
